Unnamed: 0,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
7555,52+2,52+2,52+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,50+2,54+2,54+2,54+2,50+2,58+2,61+2,61+2,61+2,58+2,60+2,66+2,66+2,66+2,60+2
7556,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,64+2,62+2,62+2,62+2,64+2,63+2,58+2,58+2,58+2,63+2
7557,66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,63+2,49+2,50+2,50+2,50+2,49+2,47+2,46+2,46+2,46+2,47+2
7558,66+2,66+2,66+2,55+2,60+2,60+2,60+2,55+2,56+2,56+2,56+2,54+2,54+2,54+2,54+2,54+2,44+2,48+2,48+2,48+2,44+2,44+2,52+2,52+2,52+2,44+2
7559,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,65+2,63+2,63+2,63+2,63+2,63+2,62+2,58+2,58+2,58+2,62+2
7560,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2
7561,42+2,42+2,42+2,40+2,40+2,40+2,40+2,40+2,42+2,42+2,42+2,43+2,47+2,47+2,47+2,43+2,55+2,60+2,60+2,60+2,55+2,57+2,67+2,67+2,67+2,57+2
7562,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,63+2,63+2
7563,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,60+2,62+2,62+2,62+2,60+2,64+2,66+2,66+2,66+2,64+2,65+2,67+2,67+2,67+2,65+2
7564,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2
7565,54+2,54+2,54+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,67+2,63+2,63+2,63+2,67+2,67+2,64+2,64+2,64+2,67+2
7566,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,62+2,55+2,55+2,55+2,62+2,48+2,47+2,47+2,47+2,48+2,46+2,46+2,46+2,46+2,46+2
7567,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,60+2,59+2,59+2,59+2,60+2,58+2,54+2,54+2,54+2,58+2
7568,67+2,67+2,67+2,59+2,62+2,62+2,62+2,59+2,58+2,58+2,58+2,57+2,50+2,50+2,50+2,57+2,40+2,38+2,38+2,38+2,40+2,38+2,38+2,38+2,38+2,38+2
7569,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,68+2,67+2,67+2,67+2,68+2,67+2,65+2,65+2,65+2,67+2
7570,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7571,60+2,60+2,60+2,59+2,61+2,61+2,61+2,59+2,62+2,62+2,62+2,61+2,66+2,66+2,66+2,61+2,63+2,67+2,67+2,67+2,63+2,62+2,64+2,64+2,64+2,62+2
7572,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,58+2,58+2,58+2,62+2,59+2,59+2,59+2,62+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2
7573,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7574,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,57+2,57+2,57+2,66+2,50+2,45+2,45+2,45+2,50+2,47+2,40+2,40+2,40+2,47+2
7575,54+2,54+2,54+2,62+2,58+2,58+2,58+2,62+2,59+2,59+2,59+2,64+2,58+2,58+2,58+2,64+2,67+2,62+2,62+2,62+2,67+2,66+2,63+2,63+2,63+2,66+2
7576,67+2,67+2,67+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,60+2,45+2,42+2,42+2,42+2,45+2,43+2,41+2,41+2,41+2,43+2
7577,60+2,60+2,60+2,67+2,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,57+2,53+2,53+2,53+2,57+2,53+2,42+2,42+2,42+2,53+2
7578,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7579,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,65+2,62+2,62+2,62+2,65+2,67+2,64+2,64+2,64+2,67+2,66+2,63+2,63+2,63+2,66+2
7580,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,65+2,65+2,65+2,66+2
7581,51+2,51+2,51+2,44+2,47+2,47+2,47+2,44+2,46+2,46+2,46+2,46+2,52+2,52+2,52+2,46+2,56+2,62+2,62+2,62+2,56+2,58+2,66+2,66+2,66+2,58+2
7582,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,63+2,60+2,60+2,60+2,63+2,63+2,60+2,60+2,60+2,63+2
7583,48+2,48+2,48+2,45+2,47+2,47+2,47+2,45+2,48+2,48+2,48+2,48+2,54+2,54+2,54+2,48+2,59+2,63+2,63+2,63+2,59+2,61+2,67+2,67+2,67+2,61+2
7584,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,61+2,61+2,61+2,68+2,58+2,53+2,53+2,53+2,58+2,56+2,47+2,47+2,47+2,56+2
7585,44+2,44+2,44+2,41+2,42+2,42+2,42+2,41+2,40+2,40+2,40+2,43+2,43+2,43+2,43+2,43+2,56+2,57+2,57+2,57+2,56+2,60+2,66+2,66+2,66+2,60+2
7586,58+2,58+2,58+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,64+2,65+2,67+2,67+2,67+2,65+2,64+2,64+2,64+2,64+2,64+2
7587,62+2,62+2,62+2,67+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,52+2,50+2,50+2,50+2,52+2,49+2,43+2,43+2,43+2,49+2
7588,53+2,53+2,53+2,49+2,53+2,53+2,53+2,49+2,53+2,53+2,53+2,52+2,57+2,57+2,57+2,52+2,58+2,64+2,64+2,64+2,58+2,60+2,67+2,67+2,67+2,60+2
7589,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,59+2,59+2,59+2,65+2,49+2,46+2,46+2,46+2,49+2,46+2,40+2,40+2,40+2,46+2
7590,53+2,53+2,53+2,54+2,53+2,53+2,53+2,54+2,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,63+2,63+2,63+2,63+2,63+2,64+2,67+2,67+2,67+2,64+2
7591,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2
7592,51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,61+2,65+2,65+2,65+2,61+2,62+2,67+2,67+2,67+2,62+2
7593,44+2,44+2,44+2,42+2,42+2,42+2,42+2,42+2,43+2,43+2,43+2,45+2,47+2,47+2,47+2,45+2,58+2,59+2,59+2,59+2,58+2,60+2,67+2,67+2,67+2,60+2
7594,56+2,56+2,56+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,66+2,62+2,62+2,62+2,66+2,66+2,62+2,62+2,62+2,66+2
7595,66+2,66+2,66+2,59+2,62+2,62+2,62+2,59+2,58+2,58+2,58+2,56+2,51+2,51+2,51+2,56+2,42+2,41+2,41+2,41+2,42+2,40+2,41+2,41+2,41+2,40+2
7596,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,53+2,51+2,51+2,51+2,53+2,51+2,45+2,45+2,45+2,51+2
7597,67+2,67+2,67+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,53+2,53+2,53+2,59+2,44+2,41+2,41+2,41+2,44+2,42+2,40+2,40+2,40+2,42+2
7598,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,59+2,59+2,59+2,67+2,54+2,50+2,50+2,50+2,54+2,52+2,47+2,47+2,47+2,52+2
7599,44+2,44+2,44+2,38+2,41+2,41+2,41+2,38+2,42+2,42+2,42+2,42+2,49+2,49+2,49+2,42+2,54+2,62+2,62+2,62+2,54+2,56+2,67+2,67+2,67+2,56+2
7600,52+2,52+2,52+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,51+2,53+2,53+2,53+2,51+2,58+2,61+2,61+2,61+2,58+2,60+2,66+2,66+2,66+2,60+2
7601,58+2,58+2,58+2,51+2,53+2,53+2,53+2,51+2,52+2,52+2,52+2,52+2,56+2,56+2,56+2,52+2,59+2,63+2,63+2,63+2,59+2,60+2,67+2,67+2,67+2,60+2
7602,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2
7603,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,68+2,64+2,59+2,59+2,59+2,64+2,63+2,56+2,56+2,56+2,63+2
7604,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,59+2,57+2,57+2,57+2,59+2,56+2,50+2,50+2,50+2,56+2
7605,67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2,44+2,44+2,44+2,44+2,44+2,43+2,42+2,42+2,42+2,43+2
7606,66+2,66+2,66+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,60+2,54+2,54+2,54+2,60+2,45+2,44+2,44+2,44+2,45+2,43+2,44+2,44+2,44+2,43+2
7607,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,68+2,63+2,63+2,63+2,68+2,60+2,56+2,56+2,56+2,60+2,59+2,51+2,51+2,51+2,59+2
7608,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7609,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,66+2,67+2,67+2,67+2,66+2,66+2,67+2,67+2,67+2,66+2
7610,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,62+2,62+2,62+2,66+2,54+2,52+2,52+2,52+2,54+2,50+2,44+2,44+2,44+2,50+2
7611,56+2,56+2,56+2,65+2,62+2,62+2,62+2,65+2,64+2,64+2,64+2,67+2,63+2,63+2,63+2,67+2,67+2,65+2,65+2,65+2,67+2,67+2,64+2,64+2,64+2,67+2
7612,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2
7613,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7614,58+2,58+2,58+2,60+2,59+2,59+2,59+2,60+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,66+2,64+2,64+2,64+2,66+2,67+2,66+2,66+2,66+2,67+2
7615,55+2,55+2,55+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,59+2,60+2,60+2,60+2,59+2,60+2,66+2,66+2,66+2,60+2
7616,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,66+2,64+2,64+2,64+2,66+2,53+2,52+2,52+2,52+2,53+2,50+2,46+2,46+2,46+2,50+2
7617,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7618,55+2,55+2,55+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2
7619,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,68+2,67+2,67+2,67+2,68+2,68+2,66+2,66+2,66+2,68+2
7620,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2
7621,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7622,60+2,60+2,60+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,59+2,57+2,57+2,57+2,59+2,56+2,47+2,47+2,47+2,56+2
7623,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,50+2,45+2,45+2,45+2,50+2,47+2,40+2,40+2,40+2,47+2
7624,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,55+2,55+2,55+2,64+2,48+2,44+2,44+2,44+2,48+2,45+2,42+2,42+2,42+2,45+2
7625,43+2,43+2,43+2,38+2,40+2,40+2,40+2,38+2,40+2,40+2,40+2,42+2,48+2,48+2,48+2,42+2,55+2,60+2,60+2,60+2,55+2,57+2,67+2,67+2,67+2,57+2
7626,51+2,51+2,51+2,47+2,50+2,50+2,50+2,47+2,51+2,51+2,51+2,51+2,57+2,57+2,57+2,51+2,56+2,63+2,63+2,63+2,56+2,58+2,66+2,66+2,66+2,58+2
7627,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,61+2,60+2,60+2,60+2,61+2,60+2,55+2,55+2,55+2,60+2
7628,58+2,58+2,58+2,60+2,61+2,61+2,61+2,60+2,63+2,63+2,63+2,62+2,65+2,65+2,65+2,62+2,64+2,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,64+2
7629,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7630,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2
7631,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,65+2
7632,42+2,42+2,42+2,36+2,36+2,36+2,36+2,36+2,36+2,36+2,36+2,40+2,44+2,44+2,44+2,40+2,55+2,59+2,59+2,59+2,55+2,58+2,67+2,67+2,67+2,58+2
7633,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,64+2,64+2,64+2,67+2
7634,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,70+2,69+2,69+2,69+2,70+2,70+2,69+2,69+2,69+2,70+2
7635,66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,61+2,55+2,55+2,55+2,61+2,48+2,46+2,46+2,46+2,48+2,47+2,47+2,47+2,47+2,47+2
7636,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,67+2,65+2,65+2,65+2,67+2,66+2,64+2,64+2,64+2,66+2
7637,67+2,67+2,67+2,63+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,61+2,56+2,56+2,56+2,61+2,51+2,48+2,48+2,48+2,51+2,49+2,48+2,48+2,48+2,49+2
7638,60+2,60+2,60+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,65+2,66+2,66+2,66+2,65+2,64+2,63+2,63+2,63+2,64+2
7639,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,63+2,61+2,61+2,61+2,63+2,61+2,56+2,56+2,56+2,61+2
7640,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7641,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,67+2,62+2,62+2,62+2,67+2
7642,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7643,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7644,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,66+2,67+2,67+2,67+2,66+2,65+2,67+2,67+2,67+2,65+2
7645,60+2,60+2,60+2,62+2,63+2,63+2,63+2,62+2,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,64+2,66+2,66+2,66+2,64+2,63+2,64+2,64+2,64+2,63+2
7646,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,61+2,59+2,59+2,59+2,61+2,60+2,56+2,56+2,56+2,60+2
7647,44+2,44+2,44+2,45+2,46+2,46+2,46+2,45+2,50+2,50+2,50+2,49+2,57+2,57+2,57+2,49+2,59+2,66+2,66+2,66+2,59+2,60+2,66+2,66+2,66+2,60+2
7648,48+2,48+2,48+2,49+2,47+2,47+2,47+2,49+2,48+2,48+2,48+2,51+2,51+2,51+2,51+2,51+2,60+2,60+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,62+2
7649,55+2,55+2,55+2,59+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2
7650,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,64+2,52+2,52+2,52+2,52+2,52+2,50+2,49+2,49+2,49+2,50+2
7651,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,63+2,61+2,59+2,59+2,59+2,61+2
7652,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,62+2,64+2,66+2,66+2,66+2,64+2,64+2,65+2,65+2,65+2,64+2
7653,52+2,52+2,52+2,56+2,54+2,54+2,54+2,56+2,56+2,56+2,56+2,58+2,59+2,59+2,59+2,58+2,65+2,63+2,63+2,63+2,65+2,65+2,64+2,64+2,64+2,65+2
7654,42+2,42+2,42+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,42+2,46+2,46+2,46+2,42+2,53+2,59+2,59+2,59+2,53+2,56+2,65+2,65+2,65+2,56+2
7655,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,63+2,62+2,65+2,65+2,65+2,62+2,62+2,63+2,63+2,63+2,62+2
7656,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,62+2,54+2,54+2,54+2,62+2,53+2,47+2,47+2,47+2,53+2,51+2,49+2,49+2,49+2,51+2
7657,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,63+2,63+2,62+2,59+2,59+2,59+2,62+2
7658,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,57+2,59+2,59+2,59+2,57+2,56+2,55+2,55+2,55+2,56+2
7659,49+2,49+2,49+2,42+2,45+2,45+2,45+2,42+2,46+2,46+2,46+2,42+2,51+2,51+2,51+2,42+2,52+2,60+2,60+2,60+2,52+2,55+2,66+2,66+2,66+2,55+2
7660,55+2,55+2,55+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,61+2,65+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,65+2
7661,65+2,65+2,65+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,61+2,57+2,57+2,57+2,61+2,54+2,53+2,53+2,53+2,54+2,53+2,52+2,52+2,52+2,53+2
7662,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,62+2,62+2,62+2,66+2,63+2,59+2,59+2,59+2,63+2,62+2,57+2,57+2,57+2,62+2
7663,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,51+2,46+2,46+2,46+2,51+2,49+2,41+2,41+2,41+2,49+2
7664,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,64+2,52+2,53+2,53+2,53+2,52+2,50+2,49+2,49+2,49+2,50+2
7665,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,64+2,57+2,57+2,57+2,64+2,49+2,46+2,46+2,46+2,49+2,45+2,41+2,41+2,41+2,45+2
7666,48+2,48+2,48+2,51+2,49+2,49+2,49+2,51+2,52+2,52+2,52+2,54+2,56+2,56+2,56+2,54+2,62+2,62+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2
7667,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,64+2,65+2,65+2,65+2,64+2,64+2,62+2,62+2,62+2,64+2
7668,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7669,51+2,51+2,51+2,56+2,56+2,56+2,56+2,56+2,60+2,60+2,60+2,58+2,63+2,63+2,63+2,58+2,61+2,65+2,65+2,65+2,61+2,60+2,61+2,61+2,61+2,60+2
7670,52+2,52+2,52+2,48+2,49+2,49+2,49+2,48+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2,60+2,63+2,63+2,63+2,60+2,60+2,66+2,66+2,66+2,60+2
7671,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2,44+2,44+2,44+2,45+2,48+2,48+2,48+2,45+2,57+2,60+2,60+2,60+2,57+2,59+2,66+2,66+2,66+2,59+2
7672,50+2,50+2,50+2,49+2,50+2,50+2,50+2,49+2,51+2,51+2,51+2,51+2,55+2,55+2,55+2,51+2,59+2,63+2,63+2,63+2,59+2,60+2,66+2,66+2,66+2,60+2
7673,58+2,58+2,58+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,58+2,62+2,62+2,62+2,58+2,62+2,66+2,66+2,66+2,62+2,62+2,67+2,67+2,67+2,62+2
7674,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7675,66+2,66+2,66+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,61+2,55+2,55+2,55+2,61+2,46+2,45+2,45+2,45+2,46+2,44+2,43+2,43+2,43+2,44+2
7676,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7677,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,65+2,59+2,59+2,59+2,65+2,57+2,54+2,54+2,54+2,57+2,55+2,49+2,49+2,49+2,55+2
7678,59+2,59+2,59+2,59+2,58+2,58+2,58+2,59+2,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,66+2,66+2,66+2,65+2
7679,46+2,46+2,46+2,45+2,45+2,45+2,45+2,45+2,46+2,46+2,46+2,47+2,50+2,50+2,50+2,47+2,59+2,60+2,60+2,60+2,59+2,62+2,66+2,66+2,66+2,62+2
7680,58+2,58+2,58+2,66+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,65+2,55+2,55+2,55+2,65+2,51+2,44+2,44+2,44+2,51+2,46+2,37+2,37+2,37+2,46+2
7681,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,56+2,54+2,54+2,54+2,56+2,54+2,49+2,49+2,49+2,54+2
7682,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,58+2,54+2,54+2,54+2,58+2,56+2,48+2,48+2,48+2,56+2
7683,45+2,45+2,45+2,44+2,43+2,43+2,43+2,44+2,43+2,43+2,43+2,46+2,47+2,47+2,47+2,46+2,59+2,59+2,59+2,59+2,59+2,61+2,65+2,65+2,65+2,61+2
7684,60+2,60+2,60+2,67+2,65+2,65+2,65+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2,61+2,60+2,60+2,60+2,61+2,59+2,52+2,52+2,52+2,59+2
7685,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,59+2,56+2,56+2,56+2,59+2,66+2,64+2,64+2,64+2,66+2,65+2,64+2,64+2,64+2,65+2
7686,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7687,48+2,48+2,48+2,46+2,45+2,45+2,45+2,46+2,45+2,45+2,45+2,47+2,48+2,48+2,48+2,47+2,58+2,59+2,59+2,59+2,58+2,60+2,65+2,65+2,65+2,60+2
7688,56+2,56+2,56+2,58+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,60+2,61+2,61+2,61+2,60+2,66+2,64+2,64+2,64+2,66+2,66+2,64+2,64+2,64+2,66+2
7689,48+2,48+2,48+2,49+2,49+2,49+2,49+2,49+2,50+2,50+2,50+2,54+2,55+2,55+2,55+2,54+2,64+2,64+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2
7690,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7691,52+2,52+2,52+2,57+2,55+2,55+2,55+2,57+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,64+2,64+2,64+2,65+2
